time/total_timesteps,time/iterations,time/time_elapsed,time/fps,rew_vec_envs,train/approx_kl,train/entropy_loss,train/clip_fraction,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/n_updates,train/std,train/explained_variance,train/value_loss
1785856,109,3665,487,61.9498929977417,0.00620747,-4.6623307026922705,0.05784912109375,32.38771438598633,-0.0014278069468673493,0.2,0.0001,1080,0.7760144472122192,0.843899592757225,208.1787101075053
1802240,110,3699,487,101.61185097694397,0.008554058,-4.659055966883898,0.0732421875,53.428226470947266,-0.0012926885065098759,0.2,0.0001,1090,0.7780228853225708,0.8477155715227127,177.33445478230715
1818624,111,3734,486,77.66928911209106,0.0092349285,-4.656683176010847,0.09244384765625,26.877641677856445,-0.0021452129451972725,0.2,0.0001,1100,0.7756657600402832,0.8095414936542511,215.37539125829935
1835008,112,3769,486,149.67217230796814,0.006780516,-4.649165222793817,0.080059814453125,46.3234748840332,-0.0006942490076653485,0.2,0.0001,1110,0.7751116156578064,0.8454300612211227,195.20736819505692
1851392,113,3804,486,183.08356094360352,0.0082822945,-4.640979488566518,0.102093505859375,15.791569709777832,-0.0011785986424001748,0.2,0.0001,1120,0.7725058197975159,0.8273201137781143,112.98326741233468
1867776,114,3841,486,95.68167304992676,0.0066124676,-4.62741041071713,0.056964111328125,85.67337036132812,-0.0011191618228622246,0.2,0.0001,1130,0.7695629596710205,0.8282461613416672,196.72006833553314
1884160,115,3876,486,83.07768201828003,0.008798076,-4.607545195892453,0.084423828125,21.76592254638672,-0.002636685871721056,0.2,0.0001,1140,0.7651345729827881,0.7648956924676895,219.23838732391596
1900544,116,3912,485,243.63036823272705,0.009457471,-4.57822543643415,0.108331298828125,35.70897674560547,-0.000717157071812835,0.2,0.0001,1150,0.7599456310272217,0.8547672629356384,132.89551335275172
1916928,117,3947,485,182.5500030517578,0.009889184,-4.564182174578309,0.085546875,23.63258934020996,-0.002791461001197604,0.2,0.0001,1160,0.758940577507019,0.791584923863411,217.9164029508829
1933312,118,3984,485,132.22876405715942,0.00785567,-4.550514242053032,0.081976318359375,57.23209762573242,-0.0010289332204592937,0.2,0.0001,1170,0.7551124095916748,0.7981454879045486,198.85631213486195
1949696,119,4019,485,205.70199394226074,0.005859985,-4.543216178938747,0.066412353515625,47.8544921875,-0.0016561321651352046,0.2,0.0001,1180,0.7560368180274963,0.8170338720083237,242.7089346408844
1966080,120,4055,484,135.06382703781128,0.007729917,-4.533673404529691,0.084393310546875,22.09564208984375,-0.002088115232072596,0.2,0.0001,1190,0.7515436410903931,0.8358933627605438,206.16831316351892
1982464,121,4091,484,133.6659073829651,0.007179493,-4.506357180327177,0.08016357421875,46.01060104370117,-0.0024945658165961503,0.2,0.0001,1200,0.7460127472877502,0.8620627224445343,197.35579241365195
1998848,122,4127,484,210.23213911056519,0.0064857616,-4.484268692135811,0.068731689453125,28.796737670898438,-0.0010368712503805,0.2,0.0001,1210,0.7431634068489075,0.8188104182481766,223.00231844484807
2015232,123,4165,483,306.4371738433838,0.0073875235,-4.472868324816227,0.075885009765625,119.04200744628906,-0.000736040351966949,0.2,0.0001,1220,0.742235541343689,0.8568991422653198,185.0965400800109
